,Word,Frequency
1594,expertos,1
1595,cada,1
1596,tema.,1
1597,What,2
1598,happens,1
1599,Texas,1
1600,China?,1
1601,@criptobastardo,1
1602,Cheerful,1
1603,consistency,1
1604,constructive,1
1605,engagement,1
1606,how,1
1607,our,2
1608,cause.,1
1609,Venezuela.,1
1610,forward,1
1611,interview.,1
1612,Let's,1
1613,😀🌎🔥,1
1614,China's,1
1615,$1,4
1616,Trillion,1
1617,"mistake,",1
1618,shipped,1
1619,away.,1
1620,https://t.co/wxoO9BMDUy,1
1621,Say,3
1622,goodbye,1
1623,hello,1
1624,dollar:,1
1625,https://t.co/00Vw27tver,1
1626,https://t.co/vcMsTuWIBu,1
1627,portable.,1
1628,“It,1
1629,might,1
1630,been.”,1
1631,George,1
1632,Eliot,1
1633,third,2
1634,"Mexico,",2
1635,"""Me",1
1636,🇲🇽,1
1637,"#Bitcoin""",1
1638,Fiat,2
1639,"fraud,",1
1640,Salinas:,1
1641,"“Look,",1
1642,career,1
1643,"1981,",1
1644,Peso,1
1645,20,2
1646,$1.,1
1647,1.,1
1648,“And,1
1649,"Venezuela,",1
1650,Argentina,1
1651,"Zimbabwe,",1
1652,numbers,1
1653,lose,1
1654,proportions.”,1
1655,https://t.co/KSIzo86xcd,1
1656,https://t.co/oJEmCGVF21,1
1657,RIP,1
1658,Popescu,1
1659,(1980,1
1660,–,1
1661,2021),1
1662,Called,1
1663,Father,1
1664,"Toxicity""",1
1665,"some,",1
1666,endure,1
1667,#Bitcoin's,1
1668,vilified,1
1669,figures,1
1670,inarguably,1
1671,greatest,1
1672,philosophers.,1
1673,"memory,",1
1674,collection,1
1675,favorite,1
1676,MP,1
1677,quotes,1
1678,below.,1
1679,https://t.co/KMoIfKGeSk,1
1680,1/,1
1681,"thread,",1
1682,monthly,1
1683,update,1
1684,Sentiment:,1
1685,Bearish😡,1
1686,Price,1
1687,Action:,1
1688,Bearish📉,1
1689,Investors:,1
1690,Angry/Scared/Rekt🤒,1
1691,Is,1
1692,over?,1
1693,Let’s,1
1694,certain,2
1695,"data,",1
1696,paint,1
1697,picture,1
1698,current,3
1699,market.,1
1700,helps!🔥✌️,1
1701,1/43,1
1702,https://t.co/raJm7jv3Mk,1
1703,conference,1
1704,https://t.co/VAIei9KAg1,1
1705,Interviewer:,1
1706,“If,1
1707,choose,2
1708,"asset,",1
1709,take,4
1710,"future,",1
1711,take?”,1
1712,"billionaire,",2
1713,Pliego:,1
1714,“No,1
1715,paper,1
1716,bills,1
1717,stinky,1
1718,fiat.,1
1719,#Bitcoin.”,1
1720,https://t.co/PZe980Nblb,1
1721,"man,",1
1722,says:,1
1723,•,2
1724,fraud;,1
1725,https://t.co/h8nsvcf6Nk,1
1726,kill,2
1727,tried,2
1728,failed,1
1729,dropped,1
1730,45%,2
1731,keeps,1
1732,clockwork,1
1733,😉,1
1734,https://t.co/16PKLEvGMT,1
1735,⚠️BREAKING:,1
1736,*UK,1
1737,FINANCIAL,1
1738,REGULATOR,1
1739,BANS,1
1740,CRYPTO,1
1741,EXCHANGE,1
1742,BINANCE,1
1743,FROM,1
1744,UK,2
1745,https://t.co/Fr1U8DbsFQ,1
1746,https://t.co/R5gu7DiU0s,1
1747,MoonFarmer,1
1748,Million,1
1749,MFM,2
1750,"500,000",1
1751,https://t.me/AirdropStar/1580,1
1752,#MFM,1
1753,#MoonFarmer,1
1754,#bitcoin:,1
1755,"volatile,",1
1756,trending,1
1757,https://t.co/bEhhaestKr,1
1758,At,1
1759,B,2
1760,"Word,""",1
1761,agreed,2
1762,"talk.""",1
1763,https://t.co/FIxq61wLsT,2
1764,今日から10日間のみビットコイン（bitcoin）を毎日プレゼントします🎁#残り5日,1
1765,6月27日まで,1
1766,According,1
1767,"analysis,",1
1768,factor,1
1769,cycles,1
1770,longer,1
1771,"longer,",1
1772,give,6
1773,us,2
1774,blow-off,1
1775,top,2
1776,between,1
1777,November,1
1778,2022,1
1779,"$300,000",1
1780,"$558,000.",1
1781,Don’t,2
1782,correction!,1
1783,https://t.co/T0x6w0xoYk,1
1784,outflows,1
1785,5-year,1
1786,low,1
1787,yesterday.,2
1788,Miners,1
1789,selling,1
1790,days.,1
1791,https://t.co/AXOFdbYMTc,1
1792,@michael_saylor,2
1793,"Sure,",1
1794,"#Bitcoin,",3
1795,need,5
1796,details,1
1797,information,2
1798,Twitter,3
1799,account,1
1800,totally,1
1801,"right,",1
1802,"portable,",1
1803,transport,1
1804,easier,1
1805,pockets,1
1806,bars,1
1807,🤪…,1
1808,i,1
1809,attacked,1
1810,lovers,1
1811,😜😌,1
1812,v,1
1813,Ripple,1
1814,https://t.co/YlU1Plry8t,1
1815,$240,1
1816,wake,1
1817,240k.,1
1818,talking,2
1819,#bitcoin’s,1
1820,"problems,",1
1821,that’s,1
1822,"___,",1
1823,#bitcoin.,2
1824,Bottom’s,1
1825,y’all.,1
1826,Teen,1
1827,Executive,1
1828,Bitcoin.,3
1829,https://t.co/QAo2m5CJcX,1
1830,"""Asymmetric",1
1831,opportunities:,1
1832,startups,1
1833,Start,1
1834,company,1
1835,Create,2
1836,"book,",1
1837,"podcast,",1
1838,(software),1
1839,product,1
1840,Go,2
1841,dates,1
1842,cocktail,1
1843,party,1
1844,Read,1
1845,Lindy,1
1846,book,1
1847,Move,1
1848,big,1
1849,city,1
1850,Buy,1
1851,"Tweet.""",1
1852,@naval,1
1853,Nothing,2
1854,https://t.co/7wy7wG3Jqa,1
1855,"zero,",1
1856,six,1
1857,zeros,1
1858,front,1
1859,Why,1
1860,Nassim,1
1861,Taleb,1
1862,Thinks,1
1863,Going,1
1864,Zero,1
1865,Dollars:,1
1866,Explained,1
1867,Minutes,1
1868,https://t.co/G4Bn7Dqy33,1
1869,#bitcoinblackpaper,1
1870,#BTCUSD,1
1871,hoping,1
1872,preserve,1
1873,wealth,5
1874,"generation,",1
1875,suggests,1
1876,invest,2
1877,strategy,1
1878,simple,1
1879,highest,1
1880,quality,1
1881,find,1
1882,#hodl.,1
1883,2008:,1
1884,"idea,",1
1885,CPU,1
1886,=,3
1887,vote,1
1888,2021:,1
1889,becomes,1
1890,geopolitical,1
1891,concerning,1
1892,nations,1
1893,There’s,1
1894,trajectory,1
1895,observing,1
1896,here.,1
1897,And,3
1898,notice,1
1899,still,2
1900,2%,1
1901,adoption.,1
1902,Here,1
1903,wealthiest,1
1904,man,1
1905,explaining,1
1906,why,1
1907,believes,1
1908,currencies,2
1909,fraud,2
1910,wants,1
1911,Incredible,1
1912,given,1
1913,historic,1
1914,success.,1
1915,https://t.co/FDVPxgWfFj,1
1916,CEO,2
1917,"talk""",1
1918,"Word.""",1
1919,#elonmusk,1
1920,didn't,1
1921,die.,1
1922,Let,1
1923,sink,1
1924,act,1
1925,accordingly.,1
1926,https://t.co/vZjRPMNCVJ,1
1927,Be,1
1928,$10k,2
1929,car.,1
1930,car,2
1931,"""#Bitcoin",1
1932,investor's,1
1933,"portfolio""",1
1934,FIAT,2
1935,inherent,1
1936,USA...the,1
1937,hard,2
1938,"joke""",1
1939,(Mexican,1
1940,richest),1
1941,CC:,1
1942,https://t.co/InkjLQWCoe,1
1943,130M,2
1944,Internet,1
1945,1997,1
1946,#Bitcoin🇵🇾,1
1947,infrastructure,1
1948,displacement,1
1949,place—roughly,1
1950,industry,1
1951,relocating,1
1952,continents.,1
1953,Does,1
1954,affect,1
1955,users?,1
1956,Blocks,1
1957,extra,1
1958,"mined,",1
1959,temporarily.,1
1960,Other,1
1961,"that,",2
1962,unaffected.,1
1963,https://t.co/1bUNqRZXLS,1
1964,Iran,2
1965,sells,1
1966,markets,2
1967,bypass,1
1968,sanctions.,1
1969,uses,1
1970,electricity,1
1971,equivalent,2
1972,barrels,1
1973,crude,1
1974,oil,2
1975,around,1
1976,4%,1
1977,total,1
1978,Iranian,1
1979,generates,1
1980,100s,1
1981,Reuters,1
1982,Gran,1
1983,sábado,1
1984,"verano,",1
1985,estar,1
1986,playa,1
1987,https://t.co/HVkgb5BV1S,1
1988,sponsored,1
1989,1st,1
1990,place,1
1991,South,2
1992,American,2
1993,TCR,1
1994,series!,1
1995,https://t.co/LI0kEX6KZD,1
1996,Wow.,1
1997,leaving,1
1998,deploying,1
1999,everywhere,1
2000,else.,1
2001,https://t.co/z0nW5zK87A,1
2002,giving,1
2003,$10,2
2004,waiters,1
2005,$20,1
2006,managers,1
2007,amazing,1
2008,restaurant,1
2009,Pampa,1
2010,San,1
2011,"Salvador,",2
2012,bring,1
2013,riches,1
2014,@romanmartinezc,1
2015,@nayibbukele,1
2016,@jorgebitcoinES,1
2017,@Bitcoinbeach,1
2018,@DocumentingBTC,1
2019,https://t.co/dXhdgRztRs,1
2020,Someone,1
2021,sent,1
2022,$61m,1
2023,Total,2
2024,cost:,1
2025,$8.42,1
2026,Try,1
2027,gold!,1
2028,Given,1
2029,growth,1
2030,prove,1
2031,TRILLION,1
2032,mistake,1
2033,@Michael_Saylor,2
2034,💯,1
2035,✊,1
2036,follows,1
2037,Historically,1
2038,hype,1
2039,thing,2
2040,"thing,",1
2041,again.,1
2042,"crypto,",1
2043,signed,1
2044,for.,1
2045,ride,1
2046,"folks,",1
2047,history.,2
2048,https://t.co/h6YExuFOmo,1
2049,sold,1
2050,TESLA,1
2051,2.24,1
2052,https://t.co/seGJpvncs5,1
2053,Goodbye,2
2054,To,2
2055,Hello,1
2056,Digital,1
2057,Dollar,1
2058,https://t.co/4EyL3O9dUW,1
2059,https://t.co/qg1OE52fbD,1
2060,$250,1
2061,240k,1
2062,Long,1
2063,overdue:,1
2064,+20%,1
2065,daily,1
2066,return,1
2067,(last:,1
2068,Dec,1
2069,2017),1
2070,https://t.co/AXtj4khGEW,1
2071,works,1
2072,efficient,2
2073,trusted,1
2074,network.,1
2075,$200,1
2076,Google,1
2077,puts,2
2078,they'd,1
2079,$10.,1
2080,"industry.""",1
2081,-@michael_saylor,1
2082,https://t.co/CiJxL363Jv,1
2083,Skraps,1
2084,live.,1
2085,Download,1
2086,App,1
2087,Store,1
2088,😀,1
2089,spare,1
2090,change,1
2091,#SkrapsApp.,1
2092,https://t.co/nncZXkiEJO,1
2093,People,1
2094,https://t.co/PRV7lo4uIm,1
2095,closed.,2
2096,Stock,2
2097,open.,1
2098,drops,1
2099,"3k,",1
2100,sells.,1
2101,smashes,1
2102,"$100,000",1
2103,buys.,1
2104,#EconWatch:,1
2105,adopts,1
2106,Latin,1
2107,countries,2
2108,considering,1
2109,similar,1
2110,initiatives.,1
2111,Like,2
2112,score,1
2113,extremely,1
2114,poorly,1
2115,corruption,1
2116,indices.,1
2117,highly,1
2118,correlated,1
2119,levels,1
2120,corruption.,1
2121,https://t.co/EGToWp2bPk,1
2122,Lebanese,1
2123,elites,1
2124,moved,1
2125,+$4,1
2126,Billion,1
2127,Swiss,1
2128,accounts,1
2129,regular,1
2130,couldn’t,1
2131,withdraw,1
2132,$100,1
2133,currency,1
2134,collapsed.,1
2135,https://t.co/BDr6RFg1uI,1
2136,effect,1
2137,graphics,2
2138,cards.,1
2139,Pic,3
2140,RRP,1
2141,card,1
2142,manufacturer.,1
2143,after,2
2144,started.,1
2145,3,1
2146,https://t.co/swugx4rzN5,1
2147,government,1
2148,owned,1
2149,single,1
2150,"million,",1
2151,wouldn't,1
2152,national,1
2153,debt.,1
2154,$1M,1
2155,seem,1
2156,crazy,1
2157,anymore.,1
2158,Exactly,1
2159,"ago,",1
2160,"$9,070.",1
2161,Zoom,1
2162,bullish.,1
2163,Former,1
2164,New,2
2165,York,1
2166,president,1
2167,@ThomasFarley,1
2168,trillion,1
2169,"""an",1
2170,"up,",1
2171,right,2
2172,"trend.""",1
2173,https://t.co/cYdcfBNkJW,1
2174,Miami,1
2175,supported,1
2176,hosting,2
2177,"2021,",1
2178,turn,1
2179,support,1
2180,Miami.,1
2181,Until,1
2182,end,1
2183,"month,",1
2184,ticket,1
2185,sales,1
2186,donated,1
2187,those,2
2188,impacted,1
2189,Surfside,1
2190,building,1
2191,collapse.,1
2192,birth,1
2193,transfer,1
2194,history!,1
2195,“The,1
2196,future,1
2197,belongs,1
2198,beauty,1
2199,dreams.”,1
2200,Eleanor,1
2201,Roosevelt,1
2202,attending,1
2203,High,1
2204,Court,1
2205,hearing,1
2206,Monday,1
2207,whitepaper.,1
2208,decide,1
2209,order,1
2210,down.,1
2211,attend,1
2212,(it's,1
2213,through,1
2214,MS,1
2215,"Teams),",1
2216,available,1
2217,court,1
2218,website.,1
2219,https://t.co/NvwUDnKmrC,1
2220,"Yes,",1
2221,https://t.co/V0A2bg3VYj,1
2222,holders,1
2223,capitulated,1
2224,took,1
2225,losses,1
2226,par,1
2227,drawdowns,1
2228,https://t.co/C1sXExwEmz,1
2229,"30k,",1
2230,thanks,1
2231,memories.,1
2232,#Wyckoff,1
2233,https://t.co/ND5dnz7hJ9,1
2234,$BTC?,1
2235,https://t.co/InahHsiuns,1
2236,https://t.co/8sXRMRVgJd,1
2237,airdrop:,1
2238,MoonLift,1
2239,(MLTP),1
2240,Reward:,1
2241,"$2,000",1
2242,MLTP,1
2243,Rate:,1
2244,⭐️⭐️⭐️⭐️,1
2245,Market:,1
2246,"Lbank,Bilaxy,Pancakeswap,Coinmarketcap",1
2247,Distribution:,1
2248,within,1
2249,ends,1
2250,Bot,1
2251,Link:,1
2252,https://t.co/AIjnKsTAPL,1
2253,#Airdrops,1
2254,#Airdropinspector,1
2255,#BinanceSmartChain,1
2256,#Crypto,1
2257,🎁,2
2258,$50,1
2259,GIVEAWAY,1
2260,Follow,1
2261,@Roobet,1
2262,Join:,1
2263,https://t.co/6yaHDpEnv7,1
2264,Ends:,1
2265,48h,1
2266,🍀,1
2267,https://t.co/A10UxDDN2X,1
2268,talk,1
2269,about🤔🤷🏽‍♀️,1
2270,Normal,1
2271,people:,1
2272,silence!!,1
2273,people:-,1
2274,sex,1
2275,boyfriends,1
2276,fathers,1
2277,son🥴🤷🏽‍♀️,1
2278,#liquidfytoken,1
2279,https://t.co/HI3cDwLjNB,1
2280,Two,1
2281,African,1
2282,brothers,1
2283,abscond,1
2284,$3.6,1
2285,Africrypt.,1
2286,caught?,1
2287,https://t.co/Eeaefdz5Tf,1
2288,wish,2
2289,someone,1
2290,explained,1
2291,#diamondhands,1
2292,"me,",1
2293,would’ve,2
2294,in.,1
2295,simply,1
2296,massive,1
2297,gains.,1
2298,old,1
2299,smartest,1
2300,#dogecoin,1
2301,NOT,1
2302,former,1
2303,centralizes,1
2304,"system,",1
2305,creating,1
2306,Panopticon.,1
2307,latter,1
2308,decentralizes,1
2309,hands,3
2310,今日から10日間のみビットコイン（bitcoin）を毎日プレゼントします🎁#残り6日,1
2311,6月26日まで,1
2312,price.,1
2313,ago:,2
2314,"$35,000",1
2315,12,1
2316,"$33,000",1
2317,Now:,1
2318,"$32,100",1
2319,Still,1
2320,zero?,1
2321,Relax,1
2322,think.,1
2323,won't.,1
2324,"reasons,",1
2325,tender,1
2326,countries.,1
2327,|,1
2328,Un,1
2329,estudio,1
2330,del,1
2331,Instituto,1
2332,Johns,1
2333,Hopkins,1
2334,pone,1
2335,evidencia,1
2336,envío,1
2337,remesas,1
2338,familiares,1
2339,mediante,1
2340,electrónicos,1
2341,(ATM),1
2342,bitcóin,1
2343,cuesta,1
2344,doble,1
2345,comparado,1
2346,métodos,1
2347,bancarios,1
2348,tradicionales.,1
2349,https://t.co/nGV1Eztn6x,1
2350,gonna,2
2351,bounce,1
2352,eventually,1
2353,shoot,1
2354,"$65,000",1
2355,stacked,1
2356,Salvadoreños,1
2357,"salvadoreñas,",1
2358,"profesionales,",1
2359,académicos,1
2360,diversas,2
2361,ramas,1
2362,posturas,1
2363,"pensamiento,",1
2364,coincidimos,1
2365,esto:,1
2366,Ley,1
2367,debe,1
2368,derogarse.,1
2369,https://t.co/ZDLB3HGLPe,1
2370,joy,1
2371,music.,1
2372,knowledge,1
2373,books.,1
2374,property.,1
2375,prefer,1
2376,bear,1
2377,scarce,1
2378,important,1
2379,earth,1
2380,transferred,1
2381,weak,1
2382,interested,1
2383,speculation,1
2384,strong,1
2385,they're,1
2386,acquiring,1
2387,extreme,1
