,Word,Frequency
2161,the 166th richest,1
2162,166th richest person,1
2163,richest person in,2
2164,person in the,1
2165,"in the world,",1
2166,"the world, said",1
2167,"world, said he",1
2168,said he is,1
2169,he is working,1
2170,working to make,1
2171,to make his,1
2172,make his bank,1
2173,his bank the,1
2174,bank the first,1
2175,the first in,1
2176,first in Mexico,1
2177,to accept the,1
2178,accept the largest,1
2179,the largest cryptocurrency.,1
2180,largest cryptocurrency. by,1
2181,cryptocurrency. by @KReyofCoinDesk,1
2182,by @KReyofCoinDesk https://t.co/TREFPyiaRI,1
2183,$245 in #Bitcoin,1
2184,#Bitcoin to 1,3
2185,to 1 person,3
2186,1 person if,3
2187,person if I,3
2188,#BITCOIN BREAKING OUT!!!,1
2189,$120 to one,1
2190,to one person,1
2191,one person in,1
2192,person in 24,1
2193,in 24 hours,1
2194,24 hours Retweet,1
2195,hours Retweet &amp;,1
2196,Retweet &amp; follow,1
2197,&amp; follow @Crypto_Fridays,1
2198,follow @Crypto_Fridays &amp;,1
2199,@Crypto_Fridays &amp; @BitcoinSorority,1
2200,&amp; @BitcoinSorority #crypto,1
2201,@BitcoinSorority #crypto #cryptocurrency,1
2202,#crypto #cryptocurrency #cryptoart,1
2203,#cryptocurrency #cryptoart #cryptocurrencies,1
2204,#cryptoart #cryptocurrencies #cryptonews,1
2205,#cryptocurrencies #cryptonews #cryptotwitter,1
2206,#cryptonews #cryptotwitter #cryptotrading,1
2207,#cryptotwitter #cryptotrading #cryptogiveaway,1
2208,#cryptotrading #cryptogiveaway #cryptomoonshots,1
2209,#cryptogiveaway #cryptomoonshots #cryptocrash,1
2210,#cryptomoonshots #cryptocrash #Bitcoin,1
2211,#cryptocrash #Bitcoin #BitcoinCrash,1
2212,"JPMorgan: ""the crackdown",1
2213,"""the crackdown on",1
2214,crackdown on mining,1
2215,on mining operations,1
2216,mining operations in,1
2217,operations in China,1
2218,in China should,1
2219,China should be,1
2220,should be considered,1
2221,be considered as,1
2222,considered as positive,1
2223,as positive for,1
2224,positive for bitcoin,1
2225,for bitcoin over,1
2226,over the medium,1
2227,the medium term,1
2228,medium term as,1
2229,term as it,1
2230,as it accelerates,1
2231,it accelerates a,1
2232,accelerates a shift,1
2233,a shift away,1
2234,shift away from,1
2235,away from China’s,1
2236,from China’s high,1
2237,China’s high share,1
2238,high share in,1
2239,share in bitcoin’s,1
2240,in bitcoin’s hash,1
2241,"bitcoin’s hash rate,",1
2242,"hash rate, reducing",1
2243,"rate, reducing concentration.""",1
2244,"reducing concentration."" They",1
2245,"concentration."" They finally",1
2246,They finally caught,1
2247,finally caught up,1
2248,caught up https://t.co/fyq2fmwiUS,1
2249,#Bitcoin just popped!,1
2250,just popped! 💥,1
2251,popped! 💥 🚀,1
2252,💥 🚀 https://t.co/VKvLkGeamQ,1
2253,@RicardoBSalinas Thank you.,1
2254,Thank you. The,1
2255,you. The next,1
2256,The next chapter,1
2257,next chapter of,1
2258,"chapter of ""The",1
2259,"of ""The Mobile",1
2260,"""The Mobile Wave""",1
2261,"Mobile Wave"" is",1
2262,"Wave"" is #Bitcoin",1
2263,is #Bitcoin and,1
2264,#Bitcoin and #Lightning,1
2265,and #Lightning on,1
2266,#Lightning on billions,1
2267,on billions of,1
2268,billions of mobile,1
2269,"of mobile devices,",1
2270,"mobile devices, providing",1
2271,"devices, providing digital",1
2272,providing digital property,1
2273,digital property rights,1
2274,property rights and,1
2275,rights and economic,1
2276,and economic empowerment,1
2277,economic empowerment to,1
2278,empowerment to everyone,1
2279,to everyone on,1
2280,everyone on earth.🌍,1
2281,on earth.🌍 It,1
2282,earth.🌍 It will,1
2283,It will be,1
2284,will be the,1
2285,be the most,1
2286,the most exciting⚡️chapter,1
2287,most exciting⚡️chapter yet...,1
2288,For the first,1
2289,the first time,1
2290,first time in,1
2291,time in modern,1
2292,in modern history,2
2293,modern history the,1
2294,history the free,1
2295,the free market,1
2296,free market will,1
2297,market will determine,1
2298,will determine the,1
2299,determine the world's,1
2300,the world's next,1
2301,world's next reserve,1
2302,next reserve currency.,1
2303,reserve currency. #Bitcoin,1
2304,currency. #Bitcoin https://t.co/kTsl8ezHhc,1
2305,The first country,1
2306,first country #ElSalvador,1
2307,country #ElSalvador in,1
2308,#ElSalvador in the,1
2309,the world to,2
2310,world to adopt,1
2311,to adopt #Bitcoin,1
2312,adopt #Bitcoin as,1
2313,#Bitcoin as their,1
2314,as their official,1
2315,"their official currency,",1
2316,"official currency, embraced",1
2317,"currency, embraced #BTC",1
2318,embraced #BTC so,1
2319,#BTC so that,1
2320,so that people,1
2321,that people could,1
2322,people could pay,1
2323,could pay for,1
2324,pay for their,1
2325,for their coffee,1
2326,their coffee with,1
2327,coffee with it.,1
2328,with it. They,1
2329,it. They did,1
2330,They did not,1
2331,did not buy,1
2332,not buy #BTC,1
2333,buy #BTC just,1
2334,#BTC just to,1
2335,just to stash,1
2336,to stash it,1
2337,stash it in,1
2338,it in their,1
2339,in their central,1
2340,their central bank.,1
2341,central bank. We,1
2342,bank. We hope,1
2343,We hope the,1
2344,hope the ramifications,1
2345,the ramifications of,1
2346,ramifications of this,1
2347,of this are,1
2348,this are not,1
2349,are not lost,1
2350,not lost on,1
2351,lost on everyone.,1
2352,you know the,1
2353,know the Fed,1
2354,the Fed has,1
2355,Fed has been,1
2356,has been discussing,1
2357,been discussing BTC,1
2358,discussing BTC with,1
2359,BTC with its,1
2360,with its external,1
2361,its external market,1
2362,external market advisors?,1
2363,market advisors? From,1
2364,advisors? From the,1
2365,From the NY,1
2366,the NY Fed's,1
2367,NY Fed's meeting,1
2368,Fed's meeting on,1
2369,meeting on Feb,1
2370,on Feb 10:,1
2371,"Feb 10: ""Some",1
2372,"10: ""Some committee",1
2373,"""Some committee attendees",1
2374,committee attendees saw,1
2375,attendees saw bitcoin,1
2376,saw bitcoin (and,1
2377,bitcoin (and other,1
2378,(and other crypto,1
2379,other crypto currencies),1
2380,crypto currencies) as,1
2381,currencies) as an,1
2382,as an alternative,1
2383,an alternative store,1
2384,alternative store of,1
2385,"store of wealth,",1
2386,"of wealth, comparable",1
2387,"wealth, comparable to",1
2388,comparable to traditional,1
2389,to traditional ones,1
2390,traditional ones such,1
2391,ones such as,1
2392,"such as gold.""",1
2393,"as gold."" The",1
2394,"gold."" The full...",1
2395,💧 BidFever Airdrop,1
2396,BidFever Airdrop 💧,1
2397,Up to 1500,1
2398,to 1500 BDF,1
2399,1500 BDF (~$5.1),1
2400,BDF (~$5.1) 👨‍👩‍👧,1
2401,(~$5.1) 👨‍👩‍👧 Referral:,1
2402,Referral: ➕ 150,1
2403,➕ 150 BDF,1
2404,150 BDF (~$0.51),1
2405,BDF (~$0.51) 🔛,1
2406,(~$0.51) 🔛 Airdrop,1
2407,&amp; Information: h,2
2408,Information: h https://t.me/AirdropStar/1584,1
2409,h https://t.me/AirdropStar/1584 #cryptocurrency,1
2410,https://t.me/AirdropStar/1584 #cryptocurrency #BSC,1
2411,#Bitcoin #Airdrop #BDF,1
2412,#Airdrop #BDF #BidFever,1
2413,#BDF #BidFever #AirdropStario,1
2414,#Bitcoin is an,1
2415,is an asset,1
2416,an asset that,1
2417,asset that is,1
2418,that is traded,1
2419,is traded with,1
2420,traded with enormous,1
2421,with enormous liquidity,1
2422,enormous liquidity on,1
2423,liquidity on a,1
2424,on a global,1
2425,"a global level,",1
2426,"global level, and",1
2427,"level, and that",1
2428,and that is,1
2429,that is enough,1
2430,is enough reason,1
2431,enough reason to,1
2432,reason to be,1
2433,to be part,1
2434,be part of,2
2435,part of every,2
2436,"of every portfolio,",1
2437,"every portfolio, period.",1
2438,"portfolio, period. -",1
2439,period. - Ricardo,1
2440,- Ricardo Salinas,2
2441,Ricardo Salinas Mexico’s,1
2442,Salinas Mexico’s 3rd,1
2443,Mexico’s 3rd richest,4
2444,3rd richest man.,3
2445,Huge news from,2
2446,news from this,2
2447,from this week!,2
2448,this week! Huge,2
2449,week! Huge news!,2
2450,Huge news! Spain’s,2
2451,news! Spain’s second-largest,2
2452,"Spain’s second-largest bank,",2
2453,"second-largest bank, BBVA,",2
2454,"bank, BBVA, will",2
2455,"BBVA, will begin",2
2456,will begin offering,2
2457,begin offering Bitcoin,2
2458,offering Bitcoin trading,2
2459,Bitcoin trading and,2
2460,trading and custody,2
2461,and custody to,2
2462,custody to private,2
2463,to private banking,2
2464,private banking clients,2
2465,banking clients in,2
2466,clients in Switzerland.,2
2467,in Switzerland. Are,2
2468,Switzerland. Are you,2
2469,Are you excited,2
2470,you excited about,2
2471,excited about banks,2
2472,about banks adding,2
2473,banks adding BTC?,1
2474,adding BTC? https://t.co/XSFY6FA1ph,1
2475,The negative fake,1
2476,negative fake news,1
2477,fake news barrage,1
2478,news barrage against,1
2479,barrage against #bitcoin,1
2480,against #bitcoin and,1
2481,#bitcoin and crypto,1
2482,and crypto in,1
2483,crypto in the,1
2484,the past few,1
2485,past few months,1
2486,few months has,1
2487,months has been,1
2488,has been absolutely,1
2489,been absolutely astounding.,1
2490,Bitcoin’i 2011 gibi,1
2491,2011 gibi erken,1
2492,gibi erken dönemde,1
2493,erken dönemde benimseyenlerden,1
2494,dönemde benimseyenlerden biri,1
2495,benimseyenlerden biri olan,1
2496,biri olan ve,1
2497,olan ve Bitcoin,1
2498,ve Bitcoin ile,1
2499,Bitcoin ile ilgili,1
2500,ile ilgili çalışmalarıyla,1
2501,ilgili çalışmalarıyla bilinen,1
2502,çalışmalarıyla bilinen Mircea,1
2503,bilinen Mircea Popescu’nun,1
2504,Mircea Popescu’nun Kosta,1
2505,Popescu’nun Kosta Rika’da,1
2506,Kosta Rika’da denizde,1
2507,Rika’da denizde boğularak,1
2508,denizde boğularak hayatını,1
2509,boğularak hayatını kaybettiği,1
2510,hayatını kaybettiği bildiriliyor.,1
2511,kaybettiği bildiriliyor. https://t.co/OpxKq4P9Da,1
2512,"For #bitcoin miners,",1
2513,"#bitcoin miners, we’re",1
2514,"miners, we’re about",1
2515,we’re about to,1
2516,about to see,1
2517,to see the,1
2518,see the largest,1
2519,the largest difficulty,1
2520,largest difficulty drop,1
2521,difficulty drop EVER,1
2522,drop EVER this,1
2523,EVER this upcoming,1
2524,this upcoming week,1
2525,upcoming week (Over,1
2526,week (Over 20%)!,1
2527,(Over 20%)! Here’s,1
2528,20%)! Here’s a,1
2529,Here’s a quick,1
2530,a quick thread,1
2531,quick thread to,1
2532,thread to get,1
2533,to get everyone,1
2534,get everyone up,1
2535,everyone up to,1
2536,up to speed!,1
2537,to speed! 👇👇,1
2538,$2000 in #Bitcoin,1
2539,#Bitcoin to 4,1
2540,to 4 people,1
2541,4 people if,1
2542,use of Bitcoin,1
2543,of Bitcoin and,1
2544,Bitcoin and said,1
2545,the cryptocurrency https://t.co/2Yh4kgY4bm,1
2546,#Bitcoin es una,1
2547,es una buena,1
2548,una buena forma,1
2549,buena forma de,1
2550,forma de diversificar,1
2551,de diversificar tu,1
2552,diversificar tu portafolio,1
2553,tu portafolio de,1
2554,portafolio de inversión,1
2555,de inversión y,1
2556,inversión y creo,1
2557,y creo que,1
2558,creo que cualquier,1
2559,que cualquier inversionista,1
2560,cualquier inversionista debería,1
2561,inversionista debería ponerse,1
2562,debería ponerse a,1
2563,ponerse a estudiar,1
2564,a estudiar sobre,1
2565,estudiar sobre las,1
2566,sobre las cryptomonedas,1
2567,las cryptomonedas y,1
2568,cryptomonedas y su,1
2569,y su futuro.,1
2570,su futuro. En,1
2571,futuro. En @BancoAzteca,1
2572,En @BancoAzteca estamos,1
2573,@BancoAzteca estamos trabajando,1
2574,estamos trabajando para,1
2575,trabajando para traerlas,1
2576,para traerlas a,1
2577,traerlas a nuestros,1
2578,a nuestros clientes,1
2579,nuestros clientes y,1
2580,clientes y seguir,1
2581,y seguir promoviendo,1
2582,seguir promoviendo la,1
2583,promoviendo la libertad,1
2584,la libertad 😌😎,1
2585,libertad 😌😎 https://t.co/bZ51FB2vKw,1
2586,If $30k continues,1
2587,$30k continues to,1
2588,"continues to hold,",1
2589,"to hold, we’ll",1
2590,"hold, we’ll likely",1
2591,we’ll likely break,1
2592,likely break $100k,1
2593,break $100k #Bitcoin,1
2594,$100k #Bitcoin this,1
2595,#Bitcoin this year!,1
2596,My bank &amp;,1
2597,bank &amp; I,1
2598,&amp; I are,1
2599,I are working,1
2600,to accept #Bitcoin,1
2601,accept #Bitcoin -,1
2602,#Bitcoin - Ricardo,1
2603,"- Ricardo Salinas,",2
2604,"Ricardo Salinas, Mexico’s",1
2605,"Salinas, Mexico’s 3rd",1
2606,There are 46.8,1
2607,are 46.8 million,1
2608,46.8 million millionaires,1
2609,million millionaires in,1
2610,millionaires in the,1
2611,in the world.,1
2612,the world. There,1
2613,world. There are,1
2614,There are only,1
2615,are only 21,1
2616,only 21 million,1
2617,21 million #Bitcoin,1
2618,million #Bitcoin —,1
2619,#Bitcoin — less,1
2620,— less than,1
2621,less than half,1
2622,than half will,1
2623,half will ever,1
2624,will ever be,1
2625,ever be able,1
2626,able to own,1
2627,to own 1,1
2628,own 1 bitcoin.,1
2629,1 bitcoin. Don't,1
2630,bitcoin. Don't miss,1
2631,Don't miss the,1
2632,miss the revolution.,1
2633,This short video,1
2634,short video is,1
2635,video is worth,1
2636,"is worth watching,",1
2637,"worth watching, esp",1
2638,"watching, esp for",1
2639,esp for #bitcoin,1
2640,for #bitcoin critics,1
2641,#bitcoin critics &amp;,1
2642,critics &amp; critics,1
2643,&amp; critics of,1
2644,critics of #ElSalvador’s,1
2645,of #ElSalvador’s policy,1
2646,#ElSalvador’s policy decision,1
2647,policy decision to,1
2648,decision to adopt,1
2649,to adopt bitcoin.,1
2650,adopt bitcoin. Thanks,1
2651,bitcoin. Thanks for,1
2652,Thanks for getting,1
2653,for getting this,1
2654,getting this movement,1
2655,this movement started,1
2656,movement started in,1
2657,started in El,1
2658,"in El Zonte,",1
2659,"El Zonte, @Bitcoinbeach!",1
2660,#Bitcoin is changing,1
2661,is changing lives,1
2662,changing lives in,1
2663,lives in El,1
2664,in El Salvador,1
2665,Salvador 🇸🇻 https://t.co/GiVR3qyqx7,1
2666,💧 Kitten World,1
2667,Kitten World Airdrop,1
2668,World Airdrop 💧,1
2669,Up to 30,1
2670,to 30 KIT,1
2671,30 KIT (~$70),1
2672,KIT (~$70) 👨‍👩‍👧,1
2673,(~$70) 👨‍👩‍👧 Referral:,1
2674,Referral: ➕ 5,1
2675,➕ 5 KIT,1
2676,5 KIT (~$11.6),1
2677,KIT (~$11.6) 🔛,1
2678,(~$11.6) 🔛 Airdrop,1
2679,&amp; Information: https://t.co/Ew3ltr6vd7,1
2680,Information: https://t.co/Ew3ltr6vd7 #cryptocurrency,1
2681,https://t.co/Ew3ltr6vd7 #cryptocurrency #BSC,1
2682,#Bitcoin #Airdrop #KIT,1
2683,#Airdrop #KIT #KittenWorld,1
2684,#KIT #KittenWorld #AirdropStario,1
2685,CNBC told you,1
2686,told you to,1
2687,you to buy,2
2688,to buy Bitcoin,2
2689,buy Bitcoin at,1
2690,"Bitcoin at $60,000.",1
2691,"at $60,000. Now",1
2692,"$60,000. Now they",1
2693,Now they tell,1
2694,they tell you,1
2695,tell you to,1
2696,you to sell,1
2697,to sell at,1
2698,"sell at $30,000.",1
2699,"at $30,000. When",1
2700,"$30,000. When will",1
2701,When will these,1
2702,will these clowns,1
2703,these clowns understand,1
2704,clowns understand that,1
2705,understand that this,1
2706,that this is,1
2707,this is an,1
2708,is an accumulation,1
2709,an accumulation game?Price,1
2710,accumulation game?Price doesn’t,1
2711,game?Price doesn’t matter.,1
2712,While the children,1
2713,the children have,1
2714,children have been,1
2715,have been telling,1
2716,been telling you,1
2717,telling you to,1
2718,buy Bitcoin and,1
2719,"Bitcoin and ""Short",1
2720,"and ""Short The",1
2721,"""Short The Banks""",1
2722,"The Banks"" the",1
2723,"Banks"" the adults",1
2724,the adults have,1
2725,adults have been,1
2726,have been working,1
2727,been working with,1
2728,working with the,1
2729,with the banks,1
2730,the banks to,1
2731,banks to build,1
2732,to build a,1
2733,build a new,1
2734,a new financial,1
2735,new financial system,1
2736,financial system #xrp,1
2737,system #xrp #xlm,1
2738,#xrp #xlm https://t.co/oIeuWa9tc1,1
2739,Hubiera sido bueno,1
2740,sido bueno que,1
2741,bueno que los,1
2742,que los diputados,1
2743,los diputados analizaran,1
2744,diputados analizaran los,1
2745,analizaran los beneficios,1
2746,los beneficios y,1
2747,beneficios y las,1
2748,y las consecuencias,1
2749,las consecuencias de,1
2750,consecuencias de la,1
2751,de la ley,1
2752,la ley Bitcoin,1
2753,ley Bitcoin antes,1
2754,Bitcoin antes de,1
2755,antes de aprobarla,1
2756,de aprobarla a,1
2757,aprobarla a la,1
2758,a la carrera.,1
2759,la carrera. 🤦🏼‍♂️,1
2760,carrera. 🤦🏼‍♂️ Por,1
2761,🤦🏼‍♂️ Por eso,1
2762,Por eso el,1
2763,eso el proceso,1
2764,el proceso de,1
2765,proceso de formación,1
2766,de formación de,1
2767,formación de leyes,1
2768,de leyes exige,1
2769,leyes exige discusión,1
2770,exige discusión en,1
2771,discusión en las,1
2772,en las comisiones,1
2773,las comisiones invitando,1
2774,comisiones invitando a,1
2775,invitando a escuchar,1
2776,a escuchar a,1
2777,escuchar a expertos,1
2778,a expertos en,1
2779,expertos en cada,1
2780,en cada tema.,1
2781,What happens when,1
2782,happens when Texas,1
2783,when Texas owns,1
2784,Texas owns most,1
2785,owns most of,1
2786,most of the,1
2787,of the #bitcoin,1
2788,the #bitcoin hash,1
2789,#bitcoin hash power,1
2790,hash power instead,1
2791,power instead of,1
2792,instead of China?,1
2793,@criptobastardo Cheerful consistency,1
2794,Cheerful consistency and,1
2795,consistency and constructive,1
2796,and constructive engagement,1
2797,constructive engagement is,1
2798,engagement is how,1
2799,is how we,1
2800,how we win,1
2801,we win over,1
2802,win over the,1
2803,over the world,1
2804,world to our,1
2805,to our cause.,1
2806,our cause. #Bitcoin,1
2807,cause. #Bitcoin is,1
2808,#Bitcoin is hope,1
2809,is hope for,1
2810,hope for Venezuela.,1
2811,for Venezuela. I,1
2812,Venezuela. I look,1
2813,I look forward,1
2814,look forward to,1
2815,forward to the,1
2816,to the interview.,1
2817,the interview. Let's,1
2818,interview. Let's do,1
2819,Let's do it.,1
2820,do it. 😀🌎🔥,1
2821,China's $1 Trillion,1
2822,"$1 Trillion mistake,",1
2823,"Trillion mistake, #Bitcoin",1
2824,"mistake, #Bitcoin miners",1
2825,#Bitcoin miners being,1
2826,miners being shipped,1
2827,being shipped away.,1
2828,shipped away. https://t.co/wxoO9BMDUy,1
2829,Say goodbye to,1
2830,goodbye to Bitcoin,1
2831,to Bitcoin and,1
2832,Bitcoin and hello,1
2833,and hello to,1
2834,hello to the,1
2835,to the digital,1
2836,the digital dollar:,1
2837,digital dollar: https://t.co/00Vw27tver,1
2838,dollar: https://t.co/00Vw27tver https://t.co/vcMsTuWIBu,1
2839,#Bitcoin is the,2
2840,is the new,2
2841,"the new gold,",2
2842,"new gold, but",2
2843,"gold, but much",1
2844,but much more,1
2845,much more portable.,1
2846,more portable. -,1
2847,portable. - Ricardo,1
2848,"Ricardo Salinas, Mexico's",1
2849,"Salinas, Mexico's 3rd",1
2850,Mexico's 3rd richest,1
2851,“It is never,1
2852,is never too,1
2853,never too late,1
2854,too late to,1
2855,late to be,1
2856,to be what,1
2857,be what you,1
2858,what you might,1
2859,you might have,1
2860,might have been.”,1
2861,have been.” -,1
2862,been.” - George,1
2863,- George Eliot,1
2864,George Eliot on,1
2865,Eliot on #Bitcoin,1
2866,"Ricardo Salinas, third",1
2867,"Salinas, third richest",1
2868,third richest person,1
2869,"person in Mexico,",1
2870,"in Mexico, ""Me",1
2871,"Mexico, ""Me and",1
2872,"""Me and my",1
2873,in Mexico 🇲🇽,1
2874,Mexico 🇲🇽 to,1
2875,🇲🇽 to accept,1
2876,"to accept #Bitcoin""",1
2877,Fiat is a,2
2878,"is a fraud,",1
2879,"a fraud, buy",1
2880,"fraud, buy #Bitcoin",1
2881,buy #Bitcoin says,1
2882,#Bitcoin says Billionaire,1
2883,says Billionaire Salinas:,1
2884,"Billionaire Salinas: “Look,",1
2885,"Salinas: “Look, I",1
2886,"“Look, I started",1
2887,I started my,1
2888,started my career,1
2889,my career in,1
2890,"career in 1981,",1
2891,"in 1981, Mexican",1
2892,"1981, Mexican Peso",1
2893,Mexican Peso was,1
2894,Peso was 20,1
2895,was 20 to,1
2896,20 to $1.,1
2897,to $1. Today,1
2898,$1. Today we,1
2899,Today we are,1
2900,we are at,1
2901,"are at 20,000",1
2902,"at 20,000 to",1
2903,"20,000 to 1.",1
2904,to 1. “And,1
2905,1. “And that,1
2906,“And that is,1
2907,that is in,1
2908,"is in Mexico,",1
2909,"in Mexico, but",1
2910,"Mexico, but if",1
2911,but if we,1
2912,if we look,1
2913,we look at,1
2914,"look at Venezuela,",1
2915,"at Venezuela, Argentina",1
2916,"Venezuela, Argentina or",1
2917,"Argentina or Zimbabwe,",1
2918,"or Zimbabwe, numbers",1
2919,"Zimbabwe, numbers lose",1
2920,numbers lose all,1
2921,lose all proportions.”,1
2922,all proportions.” https://t.co/KSIzo86xcd,1
2923,proportions.” https://t.co/KSIzo86xcd https://t.co/oJEmCGVF21,1
2924,RIP Mircea Popescu,1
2925,Mircea Popescu (1980,1
2926,Popescu (1980 –,1
2927,(1980 – 2021),1
2928,– 2021) Called,1
2929,"2021) Called ""The",1
2930,"Called ""The Father",1
2931,"""The Father of",1
2932,Father of Bitcoin,1
2933,"of Bitcoin Toxicity""",1
2934,"Bitcoin Toxicity"" by",1
2935,"Toxicity"" by some,",1
2936,"by some, Mircea",1
2937,"some, Mircea will",1
2938,Mircea will endure,1
2939,will endure as,1
2940,endure as one,1
2941,as one of,1
2942,one of #Bitcoin's,1
2943,of #Bitcoin's most,1
2944,#Bitcoin's most vilified,1
2945,most vilified figures,1
2946,vilified figures and,1
2947,figures and inarguably,1
2948,and inarguably one,1
2949,inarguably one of,1
2950,one of its,1
2951,of its greatest,1
2952,its greatest philosophers.,1
2953,greatest philosophers. In,1
2954,"philosophers. In memory,",1
2955,"In memory, a",1
2956,"memory, a collection",1
2957,a collection of,1
2958,collection of my,1
2959,of my favorite,1
2960,my favorite MP,1
2961,favorite MP quotes,1
2962,MP quotes below.,1
2963,quotes below. https://t.co/KMoIfKGeSk,1
2964,"1/ #BITCOIN thread,",1
2965,"#BITCOIN thread, monthly",1
2966,"thread, monthly update",1
2967,monthly update Sentiment:,1
2968,update Sentiment: Bearish😡,1
2969,Sentiment: Bearish😡 Price,1
2970,Bearish😡 Price Action:,1
2971,Price Action: Bearish📉,1
2972,Action: Bearish📉 Investors:,1
2973,Bearish📉 Investors: Angry/Scared/Rekt🤒,1
2974,Investors: Angry/Scared/Rekt🤒 Is,1
2975,Angry/Scared/Rekt🤒 Is it,1
2976,Is it all,1
2977,it all over?,1
2978,all over? Let’s,1
2979,over? Let’s look,1
2980,Let’s look at,1
2981,look at certain,1
2982,"at certain data,",1
2983,"certain data, to",1
2984,"data, to paint",1
2985,to paint a,1
2986,paint a picture,1
2987,a picture of,1
2988,picture of the,1
2989,of the current,1
2990,the current state,1
2991,current state of,1
2992,state of the,1
2993,of the market.,1
2994,the market. I,1
2995,market. I hope,1
2996,I hope it,1
2997,hope it helps!🔥✌️,1
2998,it helps!🔥✌️ 1/43,1
2999,helps!🔥✌️ 1/43 https://t.co/raJm7jv3Mk,1
3000,#Bitcoin conference 😂,1
3001,conference 😂 https://t.co/VAIei9KAg1,1
3002,Interviewer: “If you,1
3003,“If you could,1
3004,you could choose,1
3005,could choose an,1
3006,"choose an asset,",1
3007,"an asset, or",1
3008,"asset, or money",1
3009,or money to,1
3010,money to take,1
3011,to take 30,1
3012,take 30 years,1
3013,30 years in,1
3014,years in to,1
3015,in to the,1
3016,"to the future,",1
3017,"the future, what",1
3018,"future, what would",1
3019,what would you,1
3020,would you take?”,1
3021,you take?” Mexico’s,1
3022,take?” Mexico’s 3rd,1
3023,"3rd richest billionaire,",1
3024,"richest billionaire, Ricardo",1
3025,"billionaire, Ricardo Salinas",1
3026,Ricardo Salinas Pliego:,1
3027,Salinas Pliego: “No,1
3028,Pliego: “No paper,1
3029,“No paper bills,1
3030,paper bills …,1
3031,bills … no,1
3032,… no stinky,1
3033,no stinky fiat.,1
3034,stinky fiat. I,1
3035,fiat. I would,1
3036,I would take,1
3037,would take #Bitcoin.”,1
3038,take #Bitcoin.” https://t.co/PZe980Nblb,1
3039,"3rd richest man,",1
3040,"richest man, @RicardoBSalinas",1
3041,"man, @RicardoBSalinas says:",1
3042,@RicardoBSalinas says: •,1
3043,says: • Fiat,1
3044,• Fiat is,1
3045,is a fraud;,1
3046,a fraud; •,1
3047,fraud; • I,1
3048,• I will,1
3049,I will hold,1
3050,will hold #Bitcoin,1
3051,hold #Bitcoin for,1
3052,#Bitcoin for 30,1
3053,for 30 years.,1
3054,30 years. This,1
3055,years. This is,1
3056,is the way,1
3057,the way 🙌,1
3058,way 🙌 https://t.co/h8nsvcf6Nk,1
3059,You can’t kill,1
3060,can’t kill #Bitcoin,1
3061,kill #Bitcoin China,1
3062,#Bitcoin China tried,1
3063,China tried and,1
3064,tried and failed,1
3065,and failed 💪,1
3066,The hash rate,1
3067,hash rate has,1
3068,rate has dropped,1
3069,has dropped by,1
3070,dropped by 45%,1
3071,by 45% and,1
3072,45% and #Bitcoin,1
3073,and #Bitcoin just,1
3074,#Bitcoin just keeps,1
3075,just keeps working,1
3076,keeps working -,1
3077,working - like,1
3078,- like clockwork,1
3079,like clockwork 🙌,1
3080,clockwork 🙌 😉,1
3081,🙌 😉 https://t.co/16PKLEvGMT,1
3082,⚠️BREAKING: *UK FINANCIAL,1
3083,*UK FINANCIAL REGULATOR,1
3084,FINANCIAL REGULATOR BANS,1
3085,REGULATOR BANS CRYPTO,1
3086,BANS CRYPTO EXCHANGE,1
3087,CRYPTO EXCHANGE BINANCE,1
3088,EXCHANGE BINANCE FROM,1
3089,BINANCE FROM UK,1
3090,FROM UK -,1
3091,UK - https://t.co/Fr1U8DbsFQ,1
3092,- https://t.co/Fr1U8DbsFQ #BTC,1
3093,https://t.co/Fr1U8DbsFQ #BTC #BITCOIN,1
3094,#BTC #BITCOIN https://t.co/R5gu7DiU0s,1
3095,💧 MoonFarmer Airdrop,1
3096,MoonFarmer Airdrop 💧,1
3097,Up to 5,1
3098,to 5 Million,1
3099,5 Million MFM,1
3100,Million MFM 👨‍👩‍👧,1
3101,MFM 👨‍👩‍👧 Referral:,1
3102,"Referral: ➕ 500,000",1
3103,"➕ 500,000 MFM",1
3104,"500,000 MFM 🔛",1
3105,MFM 🔛 Airdrop,1
3106,Information: h https://t.me/AirdropStar/1580,1
3107,h https://t.me/AirdropStar/1580 #cryptocurrency,1
3108,https://t.me/AirdropStar/1580 #cryptocurrency #BSC,1
3109,#Bitcoin #Airdrop #MFM,1
3110,#Airdrop #MFM #MoonFarmer,1
3111,#MFM #MoonFarmer #AirdropStario,1
3112,#bitcoin: short term,1
3113,"short term volatile,",1
3114,"term volatile, long",1
3115,"volatile, long term",1
3116,long term trending,1
3117,term trending up,1
3118,trending up https://t.co/bEhhaestKr,1
3119,At the upcoming,1
3120,the upcoming #bitcoin,1
3121,upcoming #bitcoin event,1
3122,"#bitcoin event ""The",1
3123,"event ""The B",1
3124,"""The B Word,""",1
3125,"B Word,"" Elon",1
3126,"Word,"" Elon Musk",1
3127,Jack Dorsey have,2
3128,Dorsey have agreed,2
3129,have agreed to,2
3130,agreed to have,2
3131,"to have ""the",2
3132,"have ""the talk.""",1
3133,"""the talk."" #cryptocurrency",1
3134,"talk."" #cryptocurrency https://t.co/FIxq61wLsT",1
